10000
6.75681 0
6.09632 0.660496
5.58837 0.635161
5.4766 0.462824
5.51233 0.360278
5.35081 0.335593
5.76678 0.503466
5.7149 0.43909
5.78456 0.393457
5.9629 0.394527
5.9543 0.356967
5.76487 0.376926
5.76133 0.34674
5.81353 0.325235
5.78865 0.303797
5.84732 0.290168
5.84366 0.27259
5.87941 0.259475
5.86331 0.245967
5.84516 0.234049
5.85103 0.222703
5.90472 0.219022
5.89523 0.209497
5.88715 0.200741
5.82099 0.203592
5.91561 0.217289
5.89574 0.210028
5.8329 0.21192
5.84409 0.204788
5.87672 0.200516
5.85432 0.195228
5.87024 0.189698
5.86508 0.183933
5.88078 0.17913
5.88049 0.173937
5.88678 0.169153
5.87088 0.165284
5.85845 0.161356
5.84956 0.157415
5.83974 0.153743
5.83601 0.149993
5.83575 0.146378
5.84667 0.14335
5.85915 0.140609
5.83162 0.140178
5.81208 0.138482
5.85107 0.141002
5.82719 0.140084
5.85423 0.139835
5.83618 0.138194
5.81901 0.136542
5.83454 0.134788
5.82583 0.132506
5.8058 0.131563
5.77312 0.13322
5.80282 0.134148
5.77365 0.134963
5.76143 0.133177
5.75357 0.131136
5.75245 0.128937
5.77484 0.128766
5.77953 0.126759
5.77513 0.124809
5.76148 0.123599
5.78284 0.123543
5.77723 0.121786
5.77359 0.12001
5.76731 0.118398
5.77904 0.117257
5.79169 0.11626
5.80002 0.114913
5.75969 0.120267
5.75703 0.118638
5.75587 0.11703
5.75143 0.115544
5.75392 0.114041
5.74837 0.112687
5.73737 0.111775
5.74628 0.11071
5.74675 0.109319
5.73424 0.108684
5.76072 0.110568
5.77115 0.109725
5.76599 0.108534
5.76401 0.107268
5.77591 0.106679
5.77191 0.105522
5.77419 0.104341
5.7805 0.103355
5.79454 0.10316
5.7924 0.102042
5.79154 0.10093
5.79331 0.0998551
5.79907 0.0989549
5.81679 0.0994971
5.82156 0.0985709
5.84287 0.0998508
5.8459 0.0988729
5.84722 0.097878
5.84039 0.0971347
