10000
17.4045 0
17.0844 0.32016
18.4553 1.3833
17.2564 1.54726
17.4689 1.21718
18.6475 1.54167
17.7227 1.59778
17.781 1.38495
17.6045 1.23411
17.3372 1.13572
17.4295 1.03144
17.5952 0.956036
17.811 0.905517
17.8621 0.839902
17.8695 0.781941
17.9782 0.739484
17.8959 0.699493
17.8885 0.659529
17.9695 0.629086
17.9236 0.598565
17.8156 0.579514
17.8152 0.552545
17.8754 0.531389
17.9001 0.509367
17.9999 0.498652
18.0013 0.479091
17.9228 0.467632
17.9977 0.456795
17.9363 0.445014
17.7876 0.454927
17.789 0.44001
17.6944 0.436408
17.6719 0.423577
17.5737 0.422506
17.6247 0.413416
17.5943 0.402914
17.5926 0.391877
17.6033 0.381575
17.5785 0.372493
17.5471 0.364419
17.5581 0.355591
17.5695 0.347208
17.5324 0.341056
17.4819 0.337019
17.4067 0.337939
17.4562 0.334209
17.4054 0.330953
17.4272 0.324719
17.3528 0.326604
17.3686 0.320392
17.3251 0.317038
17.3577 0.312587
17.2782 0.316781
17.2894 0.311061
17.2845 0.305393
17.2588 0.300983
17.285 0.296807
17.2486 0.2939
17.2312 0.2894
17.1954 0.286778
17.1317 0.289144
17.126 0.284499
17.2196 0.295178
17.2057 0.290861
17.1281 0.296671
17.117 0.292352
17.1024 0.288326
17.1416 0.286745
17.1074 0.284621
17.0936 0.280863
17.1072 0.277213
17.152 0.276973
17.1676 0.2736
17.1573 0.270075
17.1113 0.270399
17.1299 0.267471
17.0936 0.266463
17.1518 0.269376
17.1012 0.270714
17.0836 0.267882
17.0711 0.264851
17.0376 0.263735
17.0383 0.260539
17.0684 0.259173
17.0758 0.256213
17.0783 0.253229
17.0544 0.251444
17.0539 0.248571
17.0374 0.24631
17.0048 0.245731
17.0511 0.247385
17.0401 0.244929
17.0363 0.242311
17.0348 0.239724
16.9727 0.245166
16.9421 0.244533
16.9264 0.242503
16.9506 0.241233
16.9527 0.238793
16.9991 0.240909
