100000
3146.34 0
5687.68 2541.34
6613.85 1735.1
6997.84 1285.59
6224.23 1261
5453.57 1286.08
5101.69 1142.47
4808.79 1031.85
4426.51 987.046
4149.03 925.419
3916.48 868.777
4051.78 804.539
4538.34 885.688
4979.12 930.948
5245.02 906.538
5497.21 884.696
6468.89 1278.57
6806.31 1251.79
7035.01 1205.96
7368.98 1191.82
7773.87 1203.78
8406.93 1310.77
9359.59 1573.62
10310.8 1781.76
11257.8 1953.84
12672.8 2350.79
14306.9 2790.51
15709.3 3032.74
16839 3136.78
18211.1 3326.61
19056.2 3326.63
19872.5 3322.82
21065.3 3434.35
22520.1 3635.57
23643.6 3704.65
24566 3716.55
25528.8 3740.73
26425.3 3749.7
27375.2 3773.81
28531.5 3855.71
30093 4071.8
31810.4 4328.91
33602.2 4591.14
35277.1 4788.07
37468.2 5167.93
39604.5 5487.28
42018.1 5886.81
43630.1 5984.08
45279.6 6088.37
47636.4 6414.05
50129.8 6763.42
52421.4 7016.84
54733.3 7261.05
56457.7 7331.01
58417.5 7458.56
60695.5 7670.26
62409.3 7726.94
63990.8 7755.51
65606.9 7792.35
67155 7816.22
68540.1 7810.82
69740.9 7777.07
70422.4 7682.91
71022 7585.65
71770.6 7505.45
72584.5 7435.55
73715.8 7410.59
74886.7 7394.09
75502.8 7312.14
75598.7 7207.56
75587.6 7105.33
75766.6 7008.24
76196.3 6924.91
76459 6835.74
76502.2 6744.12
76593.6 6655.42
76573.1 6568.45
76349.9 6487.53
76492.5 6406.47
76848.9 6335.92
77416.2 6282.88
77607.3 6208.72
77601.8 6133.46
77394.3 6063.56
77307.8 5992.42
77140.5 5924.7
76996.1 5857.98
76811.4 5793.97
76674.8 5730.13
76525.4 5668.08
76258.7 5611.78
75839.8 5566.23
75497.3 5516.7
75227.7 5464.35
75127.3 5407.46
74933.6 5354.34
75049 5300.11
75307.2 5252.1
75680.3 5212.14
75970.2 5167.9
