0 0 0
-0.101667 -0.369595 0.923614
-0.192695 -0.138762 1.89234
-0.704638 -0.997354 1.91943
-0.723946 -0.0548818 1.5857
-0.541007 0.88848 1.30893
-1.0242 0.344875 0.622626
-1.71154 -0.381047 0.647135
-1.25601 0.38684 1.09751
-0.90514 0.334711 2.03248
-0.186218 0.38804 2.72552
0.114759 1.01386 3.44508
-0.280075 0.782716 4.33428
0.215848 1.27914 5.04676
0.0259451 1.49814 6.00382
-0.143808 1.42078 6.98627
0.571288 1.22275 7.65666
0.643373 1.32077 6.66409
0.696632 1.26511 7.66112
1.45367 1.71093 8.13876
1.06908 1.91595 9.03879
1.01499 1.93381 8.04041
1.69795 1.74968 7.33355
1.48331 0.841816 6.97338
1.08736 1.08393 7.85917
1.93914 0.585596 7.69749
1.67994 0.350733 8.63433
1.61303 0.384299 9.63152
1.44848 0.537625 8.65714
1.84869 1.2287 8.05528
1.86712 1.21513 9.05502
2.30792 1.6772 9.82455
1.48316 1.99543 9.35711
1.29762 2.81092 8.80889
1.17551 2.60698 7.83755
1.19609 2.62207 6.83788
0.256574 2.96125 6.79029
0.905931 2.28915 6.43444
0.423791 3.13245 6.6719
0.365392 3.1686 7.66953
1.1705 3.16132 7.07645
1.24801 3.1589 8.07344
1.04684 4.13794 8.0417
1.15104 5.13005 8.11155
0.969536 5.64465 8.94955
0.9714 6.03934 9.86836
1.03422 5.80267 10.8379
1.11845 6.22034 11.7426
0.733012 7.14306 11.7368
0.227843 7.06431 12.5962
0.88084 6.95525 13.3457
1.03539 7.39063 12.4588
0.558336 6.51314 12.5082
0.231637 7.24959 13.1006
0.980813 7.33689 13.7572
0.972792 7.35992 12.7575
1.25032 7.97429 12.0189
0.482589 8.22256 11.4282
0.60114 8.97103 10.7757
0.0513721 9.50362 10.1322
0.749257 10.2076 10.2637
1.23194 10.0128 9.40987
1.60826 9.1269 9.13875
2.37341 8.72844 9.6445
1.89918 8.24666 10.3814
1.29644 9.02139 10.1903
1.007 9.95162 10.4159
0.87224 10.2954 11.3452
-0.0357051 10.1522 11.7391
-0.74869 9.79391 12.3419
-1.01083 10.4415 11.6264
-0.290869 10.2366 10.9633
-0.401729 9.98842 11.9256
0.454257 10.1519 11.4352
0.575802 10.8534 12.1374
0.63874 11.8078 11.8456
-0.0192125 11.763 11.0938
-0.108809 11.0104 10.4414
-0.640468 10.6124 11.189
-1.23694 10.2751 10.4606
-1.6177 9.78634 11.2456
-1.53945 9.96926 12.2256
-1.99985 9.27286 11.6751
-1.96548 8.89499 10.7499
-1.71111 9.32627 11.6155
-1.49312 9.53212 12.5695
-1.38676 9.63629 11.5806
-0.639276 9.03114 11.3067
-0.654502 9.02996 10.3068
-1.4611 9.55574 10.0367
-1.41714 9.30217 9.07036
-1.43563 9.28529 10.07
-1.67794 9.65361 10.9676
-1.40248 9.59985 10.0078
-1.49923 9.15717 10.8993
-1.53039 9.90338 11.5642
-0.593342 9.71129 11.2726
-1.23423 9.3623 11.9563
-0.826375 8.88946 12.7374
-0.616497 9.85745 12.8751
0 0 0
-0.101667 -0.369595 0.923614
-0.192695 -0.138762 1.89234
-0.704638 -0.997354 1.91943
-0.723946 -0.0548818 1.5857
-0.541007 0.88848 1.30893
-1.0242 0.344875 0.622626
-1.71154 -0.381047 0.647135
-1.25601 0.38684 1.09751
-0.90514 0.334711 2.03248
-0.186218 0.38804 2.72552
0.114759 1.01386 3.44508
-0.280075 0.782716 4.33428
0.215848 1.27914 5.04676
0.0259451 1.49814 6.00382
-0.143808 1.42078 6.98627
0.571288 1.22275 7.65666
0.643373 1.32077 6.66409
0.696632 1.26511 7.66112
1.45367 1.71093 8.13876
1.06908 1.91595 9.03879
1.01499 1.93381 8.04041
1.69795 1.74968 7.33355
1.48331 0.841816 6.97338
1.08736 1.08393 7.85917
1.93914 0.585596 7.69749
1.67994 0.350733 8.63433
1.61303 0.384299 9.63152
1.44848 0.537625 8.65714
1.84869 1.2287 8.05528
1.86712 1.21513 9.05502
2.30792 1.6772 9.82455
1.48316 1.99543 9.35711
1.29762 2.81092 8.80889
1.17551 2.60698 7.83755
1.19609 2.62207 6.83788
0.256574 2.96125 6.79029
0.905931 2.28915 6.43444
0.423791 3.13245 6.6719
0.365392 3.1686 7.66953
1.1705 3.16132 7.07645
1.24801 3.1589 8.07344
1.04684 4.13794 8.0417
1.15104 5.13005 8.11155
0.969536 5.64465 8.94955
0.9714 6.03934 9.86836
1.03422 5.80267 10.8379
1.11845 6.22034 11.7426
